(-0.1188, -2.6815, -5.647)
(0.4849, -2.4629, -5.5987)
(1.0622, -2.0878, -5.5124)
(1.6275, -1.6909, -5.4238)
(2.1684, -1.2618, -5.3174)
(-0.1245, -2.8134, -5.226)
(0.5014, -2.5999, -5.1822)
(2.6312, -0.8144, -5.1809)
(1.0872, -2.2346, -5.1011)
(2.8684, -0.4997, -5.0065)
(1.6401, -1.8224, -5.0084)
(2.1347, -1.3505, -4.898)
(2.5412, -0.8598, -4.762)
(2.8363, -0.4401, -4.6653)
(-0.1621, -2.9325, -4.6733)
(0.4676, -2.6899, -4.6321)
(1.043, -2.3044, -4.5618)
(1.6024, -1.9104, -4.4849)
(2.1204, -1.4738, -4.3884)
(2.4759, -0.9984, -4.2466)
(2.6792, -0.5807, -4.0889)
(-0.2397, -2.9536, -4.0828)
(0.3537, -2.6251, -4.0637)
(0.8802, -2.1734, -4.0324)
(1.394, -1.7797, -3.9902)
(1.9667, -1.4066, -3.9116)
(2.4908, -1.1518, -3.832)
(2.8944, -0.9017, -3.6158)
(-0.3053, -2.9601, -3.4867)
(0.2977, -2.674, -3.4776)
(0.7809, -2.1986, -3.446)
(1.2946, -1.8133, -3.3858)
(1.8116, -1.4305, -3.3832)
(2.2022, -1.0616, -3.536)
(2.3699, -0.6042, -3.6064)
(-0.3599, -2.9689, -2.8873)
(0.2396, -2.7127, -2.8897)
(0.6864, -2.2372, -2.8823)
(1.2287, -1.9179, -2.808)
(1.7225, -1.5319, -2.7969)
(2.0211, -1.1028, -2.9768)
(2.2177, -0.7083, -2.9786)
(-0.4014, -2.958, -2.2864)
(0.2348, -2.7804, -2.304)
(0.7752, -2.4175, -2.3457)
(1.372, -2.2079, -2.3751)
(1.8214, -1.8021, -2.3615)
(1.9703, -1.2458, -2.3709)
(2.0522, -0.7925, -2.3448)
(-0.4326, -2.9123, -1.6853)
(0.2265, -2.7903, -1.7116)
(0.8352, -2.5267, -1.7602)
(1.4322, -2.3387, -1.8061)
(1.8515, -1.9192, -1.7931)
(2.0494, -1.3661, -1.7704)
(2.2946, -0.9648, -1.7696)
(-0.4461, -2.8445, -1.0858)
(0.2297, -2.811, -1.1175)
(0.873, -2.6358, -1.1669)
(1.4567, -2.4208, -1.1998)
(1.8617, -1.9818, -1.1848)
(2.1336, -1.4581, -1.1663)
(2.4088, -1.0791, -1.1591)
(-0.4406, -2.7368, -0.4918)
(0.2409, -2.8006, -0.5235)
(0.9045, -2.7366, -0.5745)
(1.4769, -2.4893, -0.5993)
(1.8747, -2.0246, -0.5857)
(2.2151, -1.5334, -0.573)
(2.5313, -1.1845, -0.5664)
(-0.4166, -2.5945, 0.096)
(0.2618, -2.7308, 0.0698)
(0.9314, -2.7893, 0.0266)
(1.5197, -2.5638, -0.0046)
(1.9431, -2.0968, -0.0038)
(2.3454, -1.6354, -0.0027)
(2.6841, -1.2994, 0.0061)
(-0.3746, -2.4544, 0.6814)
(0.296, -2.6613, 0.6635)
(0.9665, -2.8176, 0.6297)
(1.597, -2.6685, 0.5814)
(2.0848, -2.2296, 0.5527)
(2.5297, -1.7699, 0.542)
(2.8543, -1.4046, 0.5721)
(-0.2988, -2.2044, 1.2258)
(0.3474, -2.4541, 1.2235)
(0.9803, -2.6934, 1.2201)
(1.6258, -2.647, 1.169)
(2.1899, -2.2946, 1.1171)
(2.7381, -1.9282, 1.0541)
(3.3606, -1.5144, 0.996)
(-0.1982, -1.8989, 1.7456)
(0.413, -2.2029, 1.7689)
(0.9725, -2.5231, 1.7985)
(1.5852, -2.4886, 1.7126)
(3.9412, -1.8427, 1.1744)
(2.1957, -2.2691, 1.637)
(2.8098, -2.1351, 1.5046)
(4.62, -1.8176, 1.0806)
(3.3504, -2.1179, 1.196)
(4.9746, -2.3636, 1.2403)
(3.927, -2.1625, 1.0646)
(-0.0863, -1.5997, 2.2745)
(0.5114, -1.9156, 2.3023)
(1.0382, -2.3148, 2.349)
(5.1111, -2.5699, 1.2867)
(1.636, -2.5114, 2.2408)
(4.4331, -2.1332, 1.2682)
(2.2479, -2.555, 2.0284)
