(-1.1782, -0.6619, -5.9044)
(-0.6194, -0.6162, -5.6473)
(-0.146, -0.9956, -5.6137)
(0.4591, -1.1451, -5.5944)
(1.047, -0.8536, -5.6415)
(-1.2547, -0.9136, -5.5566)
(-0.7473, -0.7704, -5.2718)
(1.6057, -0.5123, -5.6422)
(-0.2169, -1.0033, -5.203)
(1.9689, -0.3028, -5.5562)
(0.4278, -1.0669, -5.19)
(1.0759, -0.8782, -5.2398)
(1.6357, -0.5663, -5.2182)
(2.0773, -0.3211, -5.2309)
(-1.3316, -1.227, -5.0941)
(-0.865, -0.9741, -4.8065)
(-0.272, -0.915, -4.7079)
(0.3658, -0.8577, -4.7304)
(1.0455, -0.7671, -4.7644)
(1.6379, -0.5965, -4.6739)
(2.1023, -0.624, -4.6953)
(-1.3663, -1.5449, -4.6002)
(-0.7863, -1.3435, -4.3997)
(-0.159, -1.1585, -4.2522)
(0.4653, -1.0736, -4.2962)
(1.0844, -0.9368, -4.3414)
(1.5932, -0.7125, -4.232)
(2.0715, -0.928, -4.166)
(-1.3942, -1.859, -4.1118)
(-0.7391, -1.8072, -4.0709)
(-0.0861, -1.6313, -3.9548)
(0.5113, -1.4438, -3.9031)
(0.896, -1.0397, -4.0128)
(1.3111, -0.7517, -4.1556)
(1.669, -0.4861, -4.328)
(-1.3894, -2.0645, -3.5559)
(-0.7338, -2.1348, -3.5896)
(-0.0901, -1.9542, -3.4918)
(0.4782, -1.676, -3.3955)
(0.836, -1.2264, -3.487)
(1.246, -0.8756, -3.653)
(1.5115, -0.6807, -3.7179)
(-1.3524, -2.2112, -2.972)
(-0.7254, -2.3475, -3.0338)
(-0.1247, -2.119, -2.956)
(0.4405, -1.8298, -2.8983)
(0.9161, -1.5467, -3.016)
(1.2798, -1.11, -3.0162)
(1.4733, -0.7007, -2.9288)
(-1.276, -2.3076, -2.379)
(-0.6597, -2.5305, -2.4783)
(-0.0171, -2.438, -2.5188)
(0.565, -2.1839, -2.5204)
(1.0469, -1.824, -2.511)
(1.4632, -1.4075, -2.4701)
(1.7883, -1.0753, -2.433)
(-1.1744, -2.3633, -1.7821)
(-0.5666, -2.6291, -1.8941)
(0.0911, -2.6128, -1.9711)
(0.6915, -2.397, -1.9938)
(1.2122, -2.0604, -1.9723)
(1.689, -1.7049, -1.9514)
(2.051, -1.4165, -1.9321)
(-1.0689, -2.4139, -1.1857)
(-0.475, -2.7195, -1.3037)
(0.1822, -2.7266, -1.3873)
(0.8027, -2.5293, -1.4197)
(1.3826, -2.2683, -1.43)
(1.9175, -1.9856, -1.4384)
(2.3194, -1.7455, -1.4359)
(-0.986, -2.5045, -0.5938)
(-0.388, -2.862, -0.7243)
(0.2838, -2.9455, -0.8363)
(0.9432, -2.7625, -0.8903)
(1.5709, -2.516, -0.9193)
(2.1544, -2.2642, -0.94)
(2.593, -2.0599, -0.9437)
(-0.9088, -2.5939, -0.0139)
(-0.2957, -2.9877, -0.1457)
(0.3883, -3.1669, -0.2843)
(1.0927, -3.036, -0.3848)
(1.766, -2.7939, -0.4366)
(2.4016, -2.5461, -0.4592)
(2.897, -2.3434, -0.4462)
(-0.7363, -2.5032, 0.5441)
(-0.1375, -2.9061, 0.4229)
(0.5158, -3.1855, 0.2909)
(1.2248, -3.1795, 0.1663)
(1.9255, -3.0277, 0.0744)
(2.6203, -2.8464, 0.0092)
(3.3957, -2.6244, 0.0137)
(-0.542, -2.372, 1.1034)
(0.0447, -2.7491, 0.9774)
(0.6821, -3.0149, 0.8412)
(1.3681, -3.1185, 0.7142)
(4.0225, -2.9103, 0.3338)
(2.0634, -3.14, 0.5848)
(2.7583, -3.1104, 0.4423)
(4.6131, -3.3036, 0.4959)
(3.4551, -3.0791, 0.3186)
(5.1299, -3.591, 0.8772)
(4.109, -3.0992, 0.3051)
(-0.3505, -2.2496, 1.6731)
(0.2274, -2.5998, 1.5317)
(0.8515, -2.8327, 1.3604)
(5.4501, -3.5663, 0.8475)
(1.5093, -2.9338, 1.1834)
(4.6427, -3.1194, 0.5154)
(2.1802, -3.0037, 1.0214)
(2.8577, -3.0557, 0.8682)
(5.1782, -3.2576, 0.7476)
(3.5374, -3.1032, 0.7213)
(5.6347, -3.3586, 0.7648)
(4.1749, -3.1782, 0.5701)
(-0.1602, -2.1454, 2.2273)
(0.4132, -2.516, 2.1102)
(1.0128, -2.8671, 1.9003)
(4.6717, -3.2926, 0.3943)
(1.6319, -3.1159, 1.6417)
(2.2633, -3.2931, 1.3943)
(5.2314, -3.2883, 0.3896)
(2.9081, -3.419, 1.1594)
(-0.0019, -2.0569, 2.6677)
(5.7072, -3.2587, 0.3651)
(3.5619, -3.5083, 0.9307)
(4.2177, -3.5594, 0.7513)
(1.2844, -2.7682, 2.4126)
(0.6285, -2.323, 2.7528)
(4.8327, -3.5822, 0.6498)
(1.8802, -3.1175, 2.1498)
(2.4758, -3.4178, 1.8937)
(5.3827, -3.6796, 0.44)
(3.0842, -3.6553, 1.6296)
(5.8026, -3.6848, 0.2244)
(3.7149, -3.8121, 1.3637)
(4.3822, -3.8789, 1.1481)
(1.1709, -2.3905, 3.046)
(1.6267, -2.6816, 2.8704)
(5.0316, -3.9463, 1.0049)
(2.1868, -3.0137, 2.6421)
(2.772, -3.3399, 2.3967)
(5.5983, -4.0602, 0.781)
(3.3636, -3.6451, 2.1415)
(5.9663, -4.1714, 0.4933)
(3.9802, -3.9061, 1.8734)
(4.6476, -4.0944, 1.5989)
(1.5522, -2.2643, 3.3956)
(1.9658, -2.467, 3.2371)
(5.2375, -4.3152, 1.3531)
(2.5079, -2.7776, 3.031)
(3.0846, -3.1072, 2.7997)
(5.7545, -4.5002, 1.0946)
(3.664, -3.4391, 2.566)
(1.8489, -2.1438, 3.5232)
(6.146, -4.6215, 0.8501)
(4.2592, -3.7672, 2.3291)
(2.1813, -2.1823, 3.4854)
(2.754, -2.5221, 3.2723)
(4.8807, -4.0752, 2.0565)
(3.3255, -2.8604, 3.0592)
(5.436, -4.4115, 1.8029)
(3.8921, -3.1928, 2.829)
(4.4538, -3.5605, 2.6556)
(5.9179, -4.6847, 1.5551)
(5.0246, -3.8307, 2.3647)
(6.2654, -4.8518, 1.3165)
(5.5729, -4.2012, 2.1284)
(6.2077, -4.7968, 1.6555)
(6.1337, -4.5726, 1.9212)
(1.7842, 2.7199, -4.2737)
(2.07, 2.0964, -4.279)
(2.3445, 1.4963, -4.2696)
(2.5992, 1.0116, -4.6258)
(2.7702, 0.5908, -5.0813)
(1.8105, 2.6338, -3.9176)
(2.2126, 2.1027, -4.0621)
(2.5074, 0.1515, -5.3946)
(2.5677, 1.5385, -4.1991)
(2.2224, -0.1479, -5.4956)
(2.8113, 0.9609, -4.4266)
(2.8109, 0.4028, -4.7311)
(2.4692, -0.0414, -5.0086)
(2.0971, -0.3162, -5.2269)
(1.5334, 2.3029, -3.6361)
(1.9282, 1.8082, -3.8646)
(2.3439, 1.3047, -3.9593)
(2.6586, 0.7321, -4.0388)
(2.7516, 0.1425, -4.2491)
(2.468, -0.3306, -4.5194)
(2.1226, -0.629, -4.6982)
(1.3352, 1.957, -3.3006)
(1.8014, 1.5332, -3.4867)
(2.2377, 1.1498, -3.5026)
(2.4673, 0.583, -3.5392)
(2.5437, 0.0158, -3.7868)
(2.3429, -0.4898, -4.069)
(2.0917, -0.9186, -4.1608)
(1.5043, 1.9805, -2.8556)
(1.8948, 1.5909, -3.0752)
(1.9863, 1.0482, -3.1277)
(2.1003, 0.503, -3.1415)
(2.1465, 0.1273, -3.5557)
(1.9873, -0.3041, -3.8775)
(1.6893, -0.4861, -4.3021)
(1.7381, 2.2374, -2.4868)
(1.8848, 1.6724, -2.6224)
(1.8656, 1.011, -2.672)
(1.894, 0.4368, -2.6707)
(1.9279, 0.0783, -3.0851)
(1.8017, -0.3491, -3.424)
(1.5763, -0.63, -3.7154)
(1.9886, 2.2332, -1.9997)
(2.1802, 1.6254, -2.1863)
(2.208, 0.9726, -2.2872)
(2.1092, 0.4003, -2.2492)
(1.9178, -0.0358, -2.5088)
(1.7683, -0.5064, -2.7844)
(1.4642, -0.7612, -2.9441)
(2.1112, 2.073, -1.4422)
(2.3743, 1.4742, -1.6603)
(2.5304, 0.8488, -1.8639)
(2.5181, 0.2595, -2.0033)
(2.2593, -0.2487, -2.1287)
(2.0454, -0.7542, -2.3127)
(1.7903, -1.0963, -2.4518)
(2.0777, 1.8483, -0.8842)
(2.3687, 1.2601, -1.0994)
(2.577, 0.6485, -1.3236)
(2.6698, 0.0525, -1.5273)
(2.5429, -0.5147, -1.6894)
(2.311, -1.0399, -1.8326)
(2.0694, -1.4272, -1.9391)
(2.0008, 1.6147, -0.3292)
(2.2702, 1.0229, -0.5498)
(2.4741, 0.4103, -0.7783)
(2.6383, -0.1859, -0.9841)
(2.6713, -0.7741, -1.1746)
(2.5295, -1.3267, -1.3332)
(2.3404, -1.7454, -1.4396)
(1.8973, 1.3815, 0.2189)
(2.0958, 0.7726, -0.0265)
(2.283, 0.1542, -0.2641)
(2.5048, -0.4444, -0.4626)
(2.6812, -1.0337, -0.6486)
(2.7117, -1.6041, -0.8272)
(2.6149, -2.056, -0.9419)
(1.7503, 1.1395, 0.7514)
(1.9146, 0.5259, 0.4902)
(2.1363, -0.0811, 0.2569)
(2.3974, -0.6838, 0.0619)
(2.6624, -1.2731, -0.1228)
(2.8816, -1.8374, -0.3057)
(2.9339, -2.3281, -0.4303)
(1.6294, 0.9047, 1.2897)
(1.8911, 0.332, 1.0424)
(2.2313, -0.215, 0.8173)
(2.5213, -0.8073, 0.6207)
(2.827, -1.391, 0.424)
(3.1613, -1.9466, 0.217)
(3.4647, -2.6055, 0.0425)
(1.6119, 0.6873, 1.8462)
(2.0145, 0.2064, 1.61)
(2.4355, -0.2832, 1.3809)
(2.7678, -0.8451, 1.1703)
(4.0486, -2.9154, 0.3719)
(3.0983, -1.4097, 0.9632)
(3.5028, -1.9092, 0.728)
(4.6811, -3.3676, 0.5478)
(3.9294, -2.4025, 0.554)
(5.169, -3.6778, 0.9138)
(4.4291, -2.8154, 0.5684)
(1.6495, 0.4777, 2.4128)
(2.1296, 0.0628, 2.1908)
(2.6076, -0.3732, 1.9543)
(5.4348, -3.8287, 0.8744)
(3.0162, -0.8703, 1.7196)
(4.8792, -3.3038, 0.8285)
(3.3989, -1.3822, 1.4894)
(3.8481, -1.8241, 1.2348)
(5.358, -3.675, 0.8784)
(4.3109, -2.265, 1.032)
(5.726, -3.8709, 0.7132)
(4.8341, -2.6216, 0.9027)
(1.658, 0.2612, 2.9535)
(2.1636, -0.1415, 2.7789)
(2.7067, -0.5315, 2.5362)
(5.3014, -3.1084, 0.9805)
(3.2115, -0.9454, 2.2769)
(3.6783, -1.3716, 2.0145)
(5.7028, -3.4667, 0.8893)
(4.1551, -1.7834, 1.7593)
(1.5965, 0.0291, 3.3581)
(6.1189, -3.593, 0.5914)
(4.6546, -2.1798, 1.5533)
(5.182, -2.5623, 1.3995)
(2.7103, -0.8391, 3.0539)
(2.0222, -0.4814, 3.3905)
(5.696, -2.9808, 1.2955)
(3.2837, -1.1958, 2.8004)
(3.8138, -1.569, 2.5412)
(6.1249, -3.3225, 1.1358)
(4.3417, -1.9303, 2.2903)
(6.5908, -3.4954, 0.8828)
(4.9031, -2.2661, 2.0854)
(5.4493, -2.6875, 1.9434)
(2.1611, -1.0504, 3.554)
(2.6294, -1.3089, 3.3707)
(5.9657, -3.0568, 1.7984)
(3.1882, -1.6345, 3.1588)
(3.7517, -1.982, 2.9348)
(6.4857, -3.3776, 1.624)
(4.3087, -2.3265, 2.6982)
(6.9313, -3.5386, 1.4123)
(4.8699, -2.68, 2.4791)
(5.4395, -3.0841, 2.3682)
(2.0548, -1.5611, 3.6608)
(2.4346, -1.8077, 3.482)
(5.9885, -3.3916, 2.2143)
(2.9683, -2.128, 3.2862)
(3.5385, -2.4682, 3.0889)
(6.5702, -3.6944, 2.04)
(4.0968, -2.8063, 2.8667)
(2.0179, -1.9022, 3.6147)
(6.9899, -3.8676, 1.8629)
(4.6305, -3.1542, 2.631)
(2.1897, -2.1676, 3.4968)
(2.7589, -2.5031, 3.2819)
(5.1752, -3.5172, 2.4724)
(3.3289, -2.8421, 3.0727)
(5.7433, -3.851, 2.2634)
(3.8932, -3.169, 2.8335)
(4.4522, -3.5359, 2.655)
(6.3353, -4.1622, 2.0987)
(5.0036, -3.8152, 2.3484)
(6.7591, -4.3312, 2.0282)
(5.5281, -4.1438, 2.1326)
(6.4707, -4.5344, 2.0947)
